Datetime,btc,eth,ada,usdt,bnb,xrp,sol,doge,usdc,dot,luna,AVAX,busd,uni,link,algo,ltc,bch,wbtc,atom,shib,icp,matic,axs,fil,xlm,vet,etc,xtz,trx,ftt,theta,dai,ceth,xmr,egld,steth,okb,cro,eos,cake,xec,hbar,qnt,aave,bcha,grt,near,ftm,klay,miota,neo,ksm,cusdc,leo,bsv,waves,ust,amp,cdai,ar,cel,btt,rune,mkr,hnt,omg,ohm,sushi,hbtc,celo,one,comp,dash,snx,tfuel,dcr,hot,xdc,deso,chz,xem,icx,enj,stx,omi,zec,flow,tusd,qtum,ht,zil,iost,mina,dydx,crv,yfi,srm,tel,ren
2021-07-09,619026438583.71,248050451607.53,42820977203.80,62541309628.62,48090004111.73,28722025182.53,9042644194.19,28170522212.81,26027099975.46,15550079008.04,3066195574.99,2115966481.14,10808549737.01,10764271464.79,8007464833.49,2747535583.20,8791391010.52,9193076869.34,6504150002.75,3499031648.83,3967948012.03,5443392618.96,6591174473.56,688565324.05,4699551668.26,5651732778.69,4961820239.78,6365212471.02,2252147082.79,4388289478.97,2534450696.39,6024373144.49,5259670093.18,2631083206.55,3698026380.21,1694640899.90,1327403911.04,2663521432.43,2937407512.90,3455641627.85,2738223655.39,0.00,1551787237.88,975822250.37,3785768526.34,503682517.85,1947465286.49,858618783.62,595857135.95,2404265717.52,2253180508.03,2395299484.19,1877975401.47,3269864202.18,2740866151.31,2595932304.41,1480050861.81,1934538339.66,2611923503.04,2994285161.50,476120179.63,2716086285.32,1640568426.86,1678554598.53,2394483170.28,1099705954.61,568792941.84,217468209.85,1543408984.78,1309110165.62,366751115.98,881530732.26,2207530851.75,1292169687.14,1689168509.73,1906335489.04,1610439786.31,1021898688.70,1094805484.48,0.00,1305082498.51,1093046879.92,607593222.86,1119973871.72,1131182897.60,654929453.42,1232960942.90,664025437.77,1503184138.57,665210460.05,1674913692.71,905301466.33,470118524.02,216911246.31,,621396654.19,1177954583.63,157689633.12,1045895098.89,316536070.65
2021-07-10,635610595758.58,248148999317.70,43096905962.45,62532879435.34,48687318402.02,29003444851.29,9064249819.85,28277097853.50,26129835410.46,15589306095.89,3368585521.64,2133347129.51,10715518093.78,10760408145.17,8007937506.66,2774678137.46,8901771572.53,9322925103.42,6669642254.90,3713467703.22,3931010480.73,5428893741.22,6608335574.49,1001017215.79,4764977901.15,5681615898.58,5028003919.08,6377420400.08,2313882340.98,4449504896.17,2602062362.10,5985670899.60,5258346884.36,2620172310.34,3842432114.37,1741432176.10,1347330031.94,2645221813.52,3009614856.17,3912405993.88,2828637048.05,0.00,1545205575.15,1017325706.57,3851522296.87,511823287.91,1971862193.89,860652750.39,589880792.24,2411796468.10,2241832797.89,2430243689.45,1885763364.41,4100510664.24,2754427098.14,2601154930.14,1478861688.70,1936359848.47,2643436913.19,3009363967.90,472521854.71,2674493961.97,1681100921.57,1681494180.62,2422027844.19,1132679755.71,576845052.27,235698084.34,1575487249.71,1348685466.69,368325697.14,878697012.27,2349914174.67,1299387774.25,1768850878.78,1884148294.32,1727751598.05,1037053077.42,1155762305.15,0.00,1370908480.42,1100326737.88,599325245.01,1222684201.09,1297322682.72,634925111.17,1253517916.73,878661180.33,1519745361.35,684373389.24,1635866965.39,903018831.11,477595427.74,219051895.18,,619891094.71,1182871106.47,156943189.19,1039400827.56,317767937.81
2021-07-11,634228809105.59,247954565832.01,42999018855.00,62556155897.97,49256675083.69,29021346161.86,8739580325.67,27408019535.95,26166113941.23,15567310551.62,3511583783.25,2109162629.17,10726543610.87,10593300444.62,7995993165.95,2815669217.86,8978803301.11,9316166800.92,6654663732.42,3972369857.64,3833780592.33,5453667280.74,6557373544.63,974503318.63,4734247272.21,5706296772.49,5014696438.56,6326871070.92,2356585802.13,4417881796.35,2631428700.46,5903326107.37,5258179218.32,2620749485.84,3795080226.66,1738329313.70,1349868529.59,2611869851.44,3101192700.49,3796258764.88,2925192339.88,0.00,1542530851.59,1028101032.61,3789807179.65,504531604.81,2085565028.37,901882793.32,581029547.51,2405666285.13,2225156684.97,2402908549.24,1881846667.71,4329444777.63,2755854245.49,2605331132.36,1423430061.62,1935213067.62,2610459289.25,3182889555.56,480738551.23,2612601835.59,1659535200.96,1677579930.87,2414446205.86,1141803596.50,585184410.49,249541838.12,1551645298.83,1299697969.76,365346143.99,852619152.27,2339458251.71,1305843044.15,1777591591.28,1843000177.15,1738170398.01,1026746048.77,1131769451.36,0.00,1386022573.11,1099542228.66,586651064.62,1251744464.08,1436841956.76,647911092.04,1231085974.01,949434785.84,1512479608.97,685230567.23,1579821198.50,897490988.12,474932771.64,211275491.62,,620474635.10,1196653171.81,157903138.93,936983741.21,323993096.26
2021-07-12,640726453606.20,249740933857.33,43275700800.68,62471913183.27,50193294638.14,29512229935.18,8746227152.17,27868254808.66,26149133390.30,15609756888.38,3436141833.79,2138847248.07,10704509183.88,10746665702.35,8040521357.37,2767606285.96,9077855454.61,9369613497.78,6742396196.72,3815400189.84,3915155670.79,5434828315.56,6582966330.16,990930059.21,4769998911.98,5751937685.09,5083778729.61,6356677243.46,2411480740.53,4446463780.09,2714873840.83,5916647584.92,5254488744.80,2694492234.13,3804063596.66,1720823405.42,1360280357.51,2739033780.59,3239807843.70,4038658968.52,2969069221.87,0.00,1538205672.79,1012726688.73,3961556259.33,503285437.16,2062112265.06,893274723.15,589173331.52,2438363833.95,2279053453.40,2413938588.53,1879538809.79,4354031131.02,2756401541.21,2626460085.22,1425472816.69,1933237609.05,2588398338.87,3216534712.29,489965311.05,2610498552.51,1666019238.86,1701691189.71,2403295688.96,1147691681.89,585481182.78,254165739.32,1557350894.26,1340730199.71,366465629.59,834148418.03,2331139824.33,1338838781.31,2049375380.39,1825836894.39,1745093146.26,1028946687.95,1122550538.38,0.00,1365751148.12,1105564642.14,591195839.39,1253075608.60,1349373441.79,704906711.08,1252704542.18,915756525.26,1509477843.93,697481564.33,1625362165.30,905324348.29,482226014.01,215478908.63,,621486965.60,1202318622.81,161747177.05,1017404646.17,322839055.18
2021-07-13,621296329556.55,236609650333.97,41790115451.86,62508181829.74,48482544010.08,29152673876.67,8315204893.38,26414211471.63,26576290443.15,14851788471.79,3273214055.77,2105736635.59,10370515047.38,10094046242.08,7683371860.65,2714099941.71,8895802714.42,8999128348.93,6507749490.88,3602260864.45,3690152692.91,5065222993.79,6237349785.48,1157942061.85,4559875900.56,5579993525.66,4875160983.48,6080622697.62,2380442153.30,4317844121.72,2635504775.93,5422113900.29,5271980885.96,2770256386.60,3714009097.99,1693693955.01,1287780821.59,2872749385.03,3137736083.93,3880971629.93,2871432654.59,0.00,1596556659.75,959561000.47,3749749151.36,493101408.59,1947029899.56,849942727.22,569438385.05,2346904388.48,2179724995.12,2358435338.93,1794510301.50,4307563340.63,2776830473.46,2593183836.41,1388102433.59,1935725044.46,2418355132.59,3352952023.72,461347858.75,2525347124.23,1624164077.07,1632645157.61,2342028090.63,1102232485.41,566570788.06,269150602.61,1442354818.70,1318297638.57,362795913.22,849845207.57,2205134089.46,1287397375.58,1912128032.20,1749193877.64,1656721056.98,999466051.84,1072412945.33,0.00,1326016963.16,1082109876.14,569407703.09,1208190518.53,1250747204.00,651281954.84,1210491647.71,903965947.31,1500255129.37,666517293.75,1592033334.98,875947077.06,467719194.26,204183684.45,,589251320.84,1169985990.21,157606076.66,959225908.04,311224867.85
2021-07-14,610680138375.87,227358716358.25,40121768670.54,62425855280.03,47151502540.41,28286035406.84,7938369364.13,25595164553.25,26593730758.13,13910956626.80,2954493739.69,2026419383.22,10710934717.78,9325687190.07,7326113615.61,2671800830.26,8608231382.79,8733289517.43,6403704149.28,3260088569.06,3545284227.56,5185268912.49,5860273418.08,1215577447.30,4371601926.19,5375374091.19,4712228883.07,5785178552.59,2244572944.70,4231822396.39,2512510612.84,5061908787.83,5242442721.35,2675948590.02,3605812463.06,1632632519.14,1240291126.67,2886279236.83,3121376983.98,3652237267.05,2727338936.92,0.00,1531976026.51,929652369.43,3442663946.09,528165525.40,1811138951.26,805630416.46,554010642.10,2310316875.58,2030983069.38,2301365451.58,1676426394.30,4328764040.50,2770222754.81,2499975228.53,1335834466.39,2006377230.88,2360586929.88,3444610623.51,441412137.59,2399774222.42,1563808926.88,1530608059.99,2251286958.77,1062927379.65,535306431.61,299443161.88,1356994551.92,1300489515.46,343898421.86,820908162.75,2089009983.74,1245266457.21,1758352197.03,1585730236.54,1540085478.02,963928743.57,1051757479.47,0.00,1285743967.56,1030535395.38,522905991.25,1136052765.96,1271974052.09,611230790.61,1160726292.32,895359773.87,1526834332.61,633450293.78,1562463306.70,840354743.41,448939821.30,198735704.97,,558756953.56,1128887696.09,148933131.86,876873384.90,295976476.66
2021-07-15,609612039733.79,228892730868.84,39711099865.26,62423552097.34,48140498465.15,28314362828.05,8257497057.04,25253999170.34,26446868010.69,13601591974.27,2899261690.97,2025562445.93,10978662118.66,9166460712.93,7219712864.70,2642092393.66,8575439490.27,8576113004.88,6379663613.12,3148655328.02,3500948011.20,5046964890.37,5732248883.17,1480071353.22,4276816453.65,5501093693.72,4636166763.84,5724146251.80,2197218974.55,4237974746.52,2487995579.47,4953487716.20,5251675765.40,2701936701.76,3557067295.63,1581835820.90,1251850791.26,2945694840.63,3025485261.04,3586804106.70,2723469380.34,0.00,1537819386.86,965623727.12,3549856952.99,493366347.29,1813906060.88,803193548.51,541515158.65,2306564618.23,1989200821.91,2253770982.65,1682568386.65,4541859359.06,2757054146.06,2438739839.32,1366463658.68,2008058118.41,2360128122.65,3504398750.34,431745721.80,2352221810.19,1538813469.73,1527652591.34,2265646294.38,1057336369.51,534848368.11,308211988.77,1356889718.93,1289515892.86,335141180.22,807264570.00,2237529858.39,1232072980.22,1671179643.47,1542532758.57,1482352857.06,954723656.69,1049526640.74,0.00,1400468514.50,1069138827.78,511328734.86,1257569184.95,1343486265.78,600041675.63,1154971754.14,964098746.00,1531829484.40,625424075.79,1531852238.36,839480845.42,447090867.16,200572197.06,,543373313.83,1103889062.57,146918583.35,877094023.92,293199488.31
2021-07-16,598126149272.82,223450584322.78,38955214776.69,62330036775.19,47998519770.35,27810354175.22,7631707029.38,23813806552.37,26408833107.09,12846601351.91,2799822492.54,1964242011.16,11258452452.08,8773372759.59,6894828875.11,2503394640.69,8326428414.28,8411958226.75,6249656663.98,3226760898.60,3406695219.35,4742984923.33,5390772189.36,1263752689.08,4158941986.80,5636073407.08,4449547902.16,5456582116.47,2143018320.39,4107170831.87,2702338003.70,4707222390.97,5252609027.48,2665002810.97,3512703947.43,1516410434.67,1229420167.70,2933991696.86,2819973423.26,3535689826.64,2639792254.57,0.00,1639942877.53,926669986.62,3444066064.15,465094825.81,1729724113.22,792381631.62,519500050.06,2286333567.41,1895183632.06,2184628954.90,1693048527.45,4510154358.39,2772136555.64,2384724794.33,1310924892.59,2008958726.33,2173101623.46,3826036676.76,397627755.60,2271897369.08,1479254691.29,1310726119.61,2242881035.19,979876187.65,527511089.27,317214647.77,1275480526.63,1272811056.53,314521536.55,738253207.91,2107879680.02,1217398915.41,1592122644.27,1503613620.21,1498255891.06,923493066.05,993657141.25,1062157708.85,1328748619.59,1282595116.27,489904195.69,1169318855.68,1233937840.42,589628234.40,1091878711.85,922213911.99,1392775205.63,603431859.18,1506519477.60,794617821.01,431468703.00,194846810.58,,516440882.53,1047112227.12,138781462.06,723369021.83,281114036.78
2021-07-17,592632981665.25,219909068256.72,37585936716.67,62287887818.26,46616227159.38,27109426662.28,7234329916.98,23050100170.91,26589996859.68,12240517204.61,2707577509.37,1886461997.01,11214177734.91,8494698980.50,6734882775.67,2466354249.86,8059941723.97,8236463496.64,6185017088.23,3074562494.25,3327947974.71,4455433964.17,5085130019.73,1055616766.92,4065627920.56,5441694583.82,4237007051.96,5265340494.99,2035464962.26,4002062300.37,2835841343.13,4425077056.05,5263141539.12,2624426974.27,3479290003.22,1442677557.54,1209307601.98,2920978029.21,2862269217.14,3516550600.65,2506364673.98,0.00,1674663424.39,902857360.47,3254189558.79,442150337.71,1653505592.08,789331940.94,489307803.90,2190590157.71,1870466076.63,2091530973.09,1617647530.67,4664659599.39,2781792260.75,2315373201.74,1308757785.27,2015718125.33,2027468666.29,3918915196.41,376291648.77,2250453459.53,1442646794.02,1158863077.69,2182256840.23,959242032.55,512990001.59,354777139.83,1358266119.93,1260490316.06,292555637.49,692438050.10,2028079537.14,1191791571.91,1496058588.55,1446983520.07,1482979594.24,903209446.93,953644953.36,1057031714.81,1275262853.83,1440542779.39,494291684.19,1110204532.88,1079583494.88,590926785.43,1064310254.72,809448903.83,1337216228.02,575650576.10,1455481162.51,759549708.34,415783872.48,184914559.92,,497196576.75,985362592.78,134268195.89,682976756.83,270666501.40
2021-07-18,596019982933.13,228599564885.44,38269696584.03,62293012353.85,47227362175.77,27253922128.92,7372777494.36,24418213814.20,26657645714.16,12734444880.73,2803147618.33,1897183028.87,11230312564.83,8647135848.16,6927806220.76,2488217567.41,8096991265.21,8348366281.36,6224972307.66,3085514614.59,3371874895.93,4557962232.77,5253484667.74,1064798239.58,4173589452.27,5493243595.99,4384763359.91,5446635695.58,2053274682.31,4048590465.30,2836656906.60,4493329943.85,5261949572.21,2748839915.26,3613109230.73,1496170198.54,1258337930.91,2926408319.76,2880981926.73,3553900987.81,2586593016.09,0.00,1667082368.95,918277804.43,3341655806.40,490937650.90,1647429403.68,802469601.09,501490261.23,2280704805.46,1916340973.86,2120116190.14,1647574909.22,4692666593.38,2803047883.95,2337841546.24,1326108158.65,2016364139.76,2097743186.28,3929320904.96,397849825.43,2329468280.56,1487475572.88,1187914163.55,2245064156.18,1012259379.73,526928153.85,382454333.58,1443633673.50,1269402544.95,299219608.63,691828009.43,2086231983.31,1220290885.89,1544234808.40,1517701810.56,1527909952.61,924664432.54,996657975.64,1054636980.66,1289073616.08,1324069129.58,501679179.53,1118482783.34,1101951121.36,612969209.96,1084911093.97,793360916.86,1337072871.15,590950276.61,1450912114.74,777041337.73,423907496.02,197499478.45,,511260800.52,1013652217.54,144767633.61,733344371.55,277289683.59
